customer_id,recency_days,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,RFM_total,segment
CUST00934,171,1,67.52,67.52,1,1,1,111,3,Hibernating
CUST00935,279,5,185.34,37.07,1,3,2,132,6,Lost
CUST00936,82,4,189.69,47.42,2,2,2,222,6,Hibernating
CUST00937,41,9,529.31,58.81,3,4,4,344,11,Loyal Customers
CUST00939,21,3,167.18,55.73,4,2,2,422,8,New Customers
CUST00940,21,7,449.98,64.28,4,3,4,434,11,Loyal Customers
CUST00941,197,1,26.75,26.75,1,1,1,111,3,Hibernating
CUST00942,5,7,344.29,49.18,5,3,3,533,11,Loyal Customers
CUST00943,3,2,86.33,43.16,5,1,1,511,7,New Customers
CUST00944,10,7,407.13,58.16,4,3,3,433,10,Loyal Customers
CUST00946,50,13,956.95,73.61,2,4,5,245,11,At Risk
CUST00947,40,1,43.34,43.34,3,1,1,311,5,Promising
CUST00948,128,9,324.15,36.02,1,4,3,143,8,At Risk
CUST00949,114,2,78.02,39.01,1,1,1,111,3,Hibernating
CUST00950,32,10,486.08,48.61,3,4,4,344,11,Loyal Customers
CUST00951,4,5,257.18,51.44,5,3,3,533,11,Loyal Customers
CUST00952,3,14,764.96,54.64,5,4,4,544,13,Champions
CUST00953,12,19,1395.05,73.42,4,5,5,455,14,Champions
CUST00954,3,11,458.46999999999997,41.68,5,4,4,544,13,Champions
CUST00955,42,1,52.8,52.8,3,1,1,311,5,Promising
CUST00956,14,1,31.78,31.78,4,1,1,411,6,New Customers
CUST00957,27,6,431.21999999999997,71.87,3,3,4,334,10,Loyal Customers
CUST00958,133,5,243.39,48.68,1,3,2,132,6,Lost
CUST00959,1,2,69.99,34.99,5,1,1,511,7,New Customers
CUST00960,28,12,916.0,76.33,3,4,5,345,12,Loyal Customers
CUST00961,54,1,27.03,27.03,2,1,1,211,4,Hibernating
CUST00962,3,8,293.44,36.68,5,3,3,533,11,Loyal Customers
CUST00963,185,3,161.35000000000002,53.78,1,2,2,122,5,Hibernating
CUST00965,453,1,17.1,17.1,1,1,1,111,3,Hibernating
CUST00966,95,8,421.01,52.63,1,3,4,134,8,At Risk
CUST00967,86,23,2077.08,90.31,1,5,5,155,11,At Risk
CUST00968,127,2,79.54,39.77,1,1,1,111,3,Hibernating
CUST00969,2,25,1664.87,66.59,5,5,5,555,15,Champions
CUST00970,64,1,20.23,20.23,2,1,1,211,4,Hibernating
CUST00971,5,26,1561.99,60.08,5,5,5,555,15,Champions
CUST00972,195,1,76.86,76.86,1,1,1,111,3,Hibernating
CUST00973,153,5,180.57,36.11,1,3,2,132,6,Lost
CUST00974,19,5,373.65,74.73,4,3,3,433,10,Loyal Customers
CUST00975,20,1,11.5,11.5,4,1,1,411,6,New Customers
CUST00976,9,2,119.18,59.59,5,1,2,512,8,New Customers
CUST00977,25,22,1332.8,60.58,3,5,5,355,13,Loyal Customers
CUST00978,63,4,125.61,31.4,2,2,2,222,6,Hibernating
CUST00980,76,8,470.58000000000004,58.82,2,3,4,234,9,At Risk
CUST00981,8,15,1017.1,67.81,5,5,5,555,15,Champions
CUST00982,69,12,730.87,60.91,2,4,4,244,10,At Risk
CUST00983,1,28,1848.49,66.02,5,5,5,555,15,Champions
CUST00984,87,10,384.82,38.48,1,4,3,143,8,At Risk
CUST00985,52,28,2024.08,72.29,2,5,5,255,12,At Risk
CUST00986,8,33,2435.19,73.79,5,5,5,555,15,Champions
CUST00987,22,2,112.78,56.39,4,1,2,412,7,New Customers
CUST00989,4,5,209.45999999999998,41.89,5,3,2,532,10,Others
CUST00990,9,4,188.7,47.18,5,2,2,522,9,New Customers
CUST00991,45,8,505.37,63.17,2,3,4,234,9,At Risk
CUST00992,109,1,102.2,102.2,1,1,1,111,3,Hibernating
CUST00993,46,10,401.93,40.19,2,4,3,243,9,At Risk
CUST00994,16,11,485.39,44.13,4,4,4,444,12,Champions
CUST00995,31,7,316.44,45.21,3,3,3,333,9,Loyal Customers
CUST00996,94,6,229.10000000000002,38.18,1,3,2,132,6,Lost
CUST00997,47,19,1218.58,64.14,2,5,5,255,12,At Risk
CUST00998,24,2,116.67,58.34,3,1,2,312,6,Promising
CUST00999,37,18,948.74,52.71,3,5,5,355,13,Loyal Customers
CUST01000,135,1,59.42,59.42,1,1,1,111,3,Hibernating
CUST01001,217,1,41.85,41.85,1,1,1,111,3,Hibernating
CUST01002,3,18,872.09,48.45,5,5,5,555,15,Champions
CUST01004,46,5,230.69,46.14,2,3,2,232,7,Others
CUST01005,424,1,42.61,42.61,1,1,1,111,3,Hibernating
CUST01007,8,7,290.81,41.54,5,3,3,533,11,Loyal Customers
CUST01009,12,9,321.13,35.68,4,4,3,443,11,Loyal Customers
CUST01010,41,17,908.36,53.43,3,5,5,355,13,Loyal Customers
CUST01011,126,6,331.76,55.29,1,3,3,133,7,At Risk
CUST01012,15,7,333.55,47.65,4,3,3,433,10,Loyal Customers
CUST01013,18,7,473.83,67.69,4,3,4,434,11,Loyal Customers
CUST01015,92,7,238.71,34.1,1,3,2,132,6,Lost
CUST01016,2,2,82.45,41.22,5,1,1,511,7,New Customers
CUST01017,251,1,16.6,16.6,1,1,1,111,3,Hibernating
CUST01018,7,6,161.35,26.89,5,3,2,532,10,Others
CUST01019,3,23,1582.16,68.79,5,5,5,555,15,Champions
CUST01020,44,1,49.96,49.96,2,1,1,211,4,Hibernating
CUST01021,39,7,300.33,42.9,3,3,3,333,9,Loyal Customers
CUST01022,47,9,367.19,40.8,2,4,3,243,9,At Risk
CUST01023,95,6,366.37,61.06,1,3,3,133,7,At Risk
CUST01024,12,9,527.12,58.57,4,4,4,444,12,Champions
CUST01025,32,12,731.61,60.97,3,4,4,344,11,Loyal Customers
CUST01026,121,17,905.5699999999999,53.27,1,5,5,155,11,At Risk
CUST01027,15,6,326.45,54.41,4,3,3,433,10,Loyal Customers
CUST01028,32,6,406.42,67.74,3,3,3,333,9,Loyal Customers
CUST01029,196,5,246.14,49.23,1,3,3,133,7,At Risk
CUST01030,78,17,1192.53,70.15,2,5,5,255,12,At Risk
CUST01031,24,8,670.97,83.87,3,3,4,334,10,Loyal Customers
CUST01032,102,9,550.34,61.15,1,4,4,144,9,At Risk
CUST01034,9,7,346.81,49.54,5,3,3,533,11,Loyal Customers
CUST01035,48,8,520.6899999999999,65.09,2,3,4,234,9,At Risk
CUST01036,18,12,867.99,72.33,4,4,5,445,13,Champions
CUST01037,38,4,225.28,56.32,3,2,2,322,7,Promising
CUST01040,50,34,2630.5,77.37,2,5,5,255,12,At Risk
CUST01043,2,17,847.24,49.84,5,5,5,555,15,Champions
CUST01044,1,15,985.13,65.68,5,5,5,555,15,Champions
CUST01045,21,6,305.72,50.95,4,3,3,433,10,Loyal Customers
CUST01046,76,14,927.38,66.24,2,4,5,245,11,At Risk
CUST01047,62,3,94.68,31.56,2,2,1,221,5,Hibernating
CUST01048,122,2,61.43,30.72,1,1,1,111,3,Hibernating
CUST01049,279,1,33.36,33.36,1,1,1,111,3,Hibernating
CUST01050,98,3,181.32,60.44,1,2,2,122,5,Hibernating
CUST01051,28,5,199.87,39.97,3,3,2,332,8,Needs Attention
CUST01053,12,10,480.84,48.08,4,4,4,444,12,Champions
CUST01054,33,6,341.67999999999995,56.95,3,3,3,333,9,Loyal Customers
CUST01055,53,7,394.71000000000004,56.39,2,3,3,233,8,At Risk
CUST01058,141,15,899.46,59.96,1,5,5,155,11,At Risk
CUST01059,19,7,299.65999999999997,42.81,4,3,3,433,10,Loyal Customers
CUST01060,25,12,591.05,49.25,3,4,4,344,11,Loyal Customers
CUST01061,153,2,134.57,67.28,1,1,2,112,4,Hibernating
CUST01062,98,1,49.54,49.54,1,1,1,111,3,Hibernating
CUST01064,4,24,1713.75,71.41,5,5,5,555,15,Champions
CUST01065,85,1,29.17,29.17,2,1,1,211,4,Hibernating
CUST01066,30,14,799.57,57.11,3,4,4,344,11,Loyal Customers
CUST01067,22,22,1615.01,73.41,4,5,5,455,14,Champions
CUST01069,42,8,259.76,32.47,3,3,3,333,9,Loyal Customers
CUST01070,27,6,313.65,52.28,3,3,3,333,9,Loyal Customers
CUST01073,50,1,98.93,98.93,2,1,1,211,4,Hibernating
CUST01076,50,16,1028.95,64.31,2,5,5,255,12,At Risk
CUST01077,118,9,364.73,40.53,1,4,3,143,8,At Risk
CUST01078,9,33,1874.53,56.8,5,5,5,555,15,Champions
CUST01079,24,3,183.77,61.26,3,2,2,322,7,Promising
CUST01080,65,2,84.12,42.06,2,1,1,211,4,Hibernating
CUST01081,36,16,959.86,59.99,3,5,5,355,13,Loyal Customers
CUST01082,182,10,447.14,44.71,1,4,4,144,9,At Risk
CUST01083,73,7,263.12,37.59,2,3,3,233,8,At Risk
CUST01084,7,10,687.66,68.77,5,4,4,544,13,Champions
CUST01085,61,2,85.94999999999999,42.97,2,1,1,211,4,Hibernating
CUST01086,75,10,513.3,51.33,2,4,4,244,10,At Risk
CUST01087,239,1,54.62,54.62,1,1,1,111,3,Hibernating
CUST01088,32,22,1396.16,63.46,3,5,5,355,13,Loyal Customers
CUST01089,19,9,737.8299999999999,81.98,4,4,4,444,12,Champions
CUST01090,27,2,246.66000000000003,123.33,3,1,3,313,7,Others
CUST01091,1,26,1603.21,61.66,5,5,5,555,15,Champions
CUST01092,75,6,268.15,44.69,2,3,3,233,8,At Risk
CUST01093,98,1,33.78,33.78,1,1,1,111,3,Hibernating
CUST01095,93,3,67.43,22.48,1,2,1,121,4,Hibernating
CUST01096,52,10,442.27,44.23,2,4,4,244,10,At Risk
CUST01097,14,3,161.2,53.73,4,2,2,422,8,New Customers
CUST01098,23,13,653.62,50.28,4,4,4,444,12,Champions
CUST01099,13,5,236.97,47.39,4,3,2,432,9,Others
CUST01101,112,9,354.55,39.39,1,4,3,143,8,At Risk
CUST01102,194,5,218.69,43.74,1,3,2,132,6,Lost
CUST01103,38,7,361.09,51.58,3,3,3,333,9,Loyal Customers
CUST01104,100,10,380.78,38.08,1,4,3,143,8,At Risk
CUST01105,10,17,845.66,49.74,4,5,5,455,14,Champions
CUST01107,7,9,288.45,32.05,5,4,3,543,12,Loyal Customers
CUST01108,41,15,730.18,48.68,3,5,4,354,12,Loyal Customers
CUST01109,9,1,24.43,24.43,5,1,1,511,7,New Customers
CUST01110,30,7,271.69,38.81,3,3,3,333,9,Loyal Customers
CUST01111,16,3,290.64,96.88,4,2,3,423,9,New Customers
CUST01112,2,5,264.25,52.85,5,3,3,533,11,Loyal Customers
CUST01114,58,14,708.22,50.59,2,4,4,244,10,At Risk
CUST01115,29,19,1328.71,69.93,3,5,5,355,13,Loyal Customers
CUST01116,17,4,401.36,100.34,4,2,3,423,9,New Customers
CUST01117,6,7,412.84,58.98,5,3,3,533,11,Loyal Customers
CUST01118,7,8,401.77,50.22,5,3,3,533,11,Loyal Customers
CUST01120,62,4,141.02,35.26,2,2,2,222,6,Hibernating
CUST01121,54,21,1401.37,66.73,2,5,5,255,12,At Risk
CUST01122,34,2,61.629999999999995,30.82,3,1,1,311,5,Promising
CUST01123,6,7,317.24,45.32,5,3,3,533,11,Loyal Customers
CUST01124,616,1,37.54,37.54,1,1,1,111,3,Hibernating
CUST01125,32,23,1941.81,84.43,3,5,5,355,13,Loyal Customers
CUST01126,312,5,126.16,25.23,1,3,2,132,6,Lost
CUST01127,29,17,1212.23,71.31,3,5,5,355,13,Loyal Customers
CUST01128,227,6,208.84,34.81,1,3,2,132,6,Lost
CUST01129,137,2,105.57,52.78,1,1,1,111,3,Hibernating
CUST01130,158,2,88.25,44.12,1,1,1,111,3,Hibernating
CUST01131,8,33,2573.89,78.0,5,5,5,555,15,Champions
CUST01132,103,4,168.57999999999998,42.14,1,2,2,122,5,Hibernating
CUST01133,93,15,776.89,51.79,1,5,4,154,10,At Risk
CUST01134,9,1,63.31,63.31,5,1,1,511,7,New Customers
CUST01135,13,2,77.6,38.8,4,1,1,411,6,New Customers
CUST01137,85,8,417.37,52.17,2,3,3,233,8,At Risk
CUST01138,2,1,35.58,35.58,5,1,1,511,7,New Customers
CUST01139,76,12,704.37,58.7,2,4,4,244,10,At Risk
CUST01140,89,2,156.01,78.0,1,1,2,112,4,Hibernating
CUST01142,49,33,2119.5299999999997,64.23,2,5,5,255,12,At Risk
CUST01143,19,22,1585.04,72.05,4,5,5,455,14,Champions
CUST01144,2,11,677.22,61.57,5,4,4,544,13,Champions
CUST01145,24,3,162.5,54.17,3,2,2,322,7,Promising
CUST01147,10,11,530.28,48.21,4,4,4,444,12,Champions
CUST01148,2,3,255.04000000000002,85.01,5,2,3,523,10,New Customers
CUST01150,121,15,889.59,59.31,1,5,5,155,11,At Risk
CUST01151,3,14,738.48,52.75,5,4,4,544,13,Champions
CUST01152,12,8,601.6800000000001,75.21,4,3,4,434,11,Loyal Customers
CUST01153,384,1,26.87,26.87,1,1,1,111,3,Hibernating
CUST01154,386,1,37.65,37.65,1,1,1,111,3,Hibernating
CUST01155,31,26,1977.8600000000001,76.07,3,5,5,355,13,Loyal Customers
CUST01156,22,7,375.54,53.65,4,3,3,433,10,Loyal Customers
CUST01158,29,1,27.5,27.5,3,1,1,311,5,Promising
CUST01159,11,8,444.51,55.56,4,3,4,434,11,Loyal Customers
CUST01160,57,6,282.88,47.15,2,3,3,233,8,At Risk
CUST01162,22,7,595.29,85.04,4,3,4,434,11,Loyal Customers
CUST01163,27,10,424.69,42.47,3,4,4,344,11,Loyal Customers
CUST01164,32,3,175.36,58.45,3,2,2,322,7,Promising
CUST01166,15,39,2925.56,75.01,4,5,5,455,14,Champions
CUST01167,131,5,251.8,50.36,1,3,3,133,7,At Risk
CUST01168,36,8,580.15,72.52,3,3,4,334,10,Loyal Customers
CUST01169,146,1,47.0,47.0,1,1,1,111,3,Hibernating
CUST01170,21,13,595.0,45.77,4,4,4,444,12,Champions
CUST01172,54,5,245.53,49.11,2,3,3,233,8,At Risk
CUST01173,26,1,140.8,140.8,3,1,2,312,6,Promising
CUST01174,38,13,909.66,69.97,3,4,5,345,12,Loyal Customers
CUST01175,3,1,97.91,97.91,5,1,1,511,7,New Customers
CUST01176,31,6,176.91,29.48,3,3,2,332,8,Needs Attention
CUST01177,15,11,496.7,45.15,4,4,4,444,12,Champions
CUST01178,6,1,17.79,17.79,5,1,1,511,7,New Customers
CUST01179,4,10,560.1,56.01,5,4,4,544,13,Champions
CUST01181,106,8,339.26,42.41,1,3,3,133,7,At Risk
CUST01182,73,4,245.24,61.31,2,2,3,223,7,Others
CUST01184,24,19,1538.4,80.97,3,5,5,355,13,Loyal Customers
CUST01185,17,5,191.32,38.26,4,3,2,432,9,Others
CUST01186,69,11,426.03,38.73,2,4,4,244,10,At Risk
CUST01187,6,15,1088.67,72.58,5,5,5,555,15,Champions
CUST01188,4,9,687.19,76.35,5,4,4,544,13,Champions
CUST01189,64,13,692.71,53.29,2,4,4,244,10,At Risk
CUST01190,3,2,62.010000000000005,31.01,5,1,1,511,7,New Customers
CUST01192,64,9,387.64,43.07,2,4,3,243,9,At Risk
CUST01194,8,3,104.82,34.94,5,2,1,521,8,New Customers
CUST01195,80,2,194.34,97.17,2,1,2,212,5,Hibernating
CUST01196,138,3,170.98,56.99,1,2,2,122,5,Hibernating
CUST01198,1,9,360.74,40.08,5,4,3,543,12,Loyal Customers
CUST01199,176,5,205.33,41.07,1,3,2,132,6,Lost
CUST01200,47,5,180.02,36.0,2,3,2,232,7,Others
CUST01201,85,1,49.56,49.56,2,1,1,211,4,Hibernating
CUST01202,2,7,258.88,36.98,5,3,3,533,11,Loyal Customers
CUST01204,169,6,235.17000000000002,39.2,1,3,2,132,6,Lost
CUST01205,3,2,174.94,87.47,5,1,2,512,8,New Customers
CUST01206,34,5,324.07,64.81,3,3,3,333,9,Loyal Customers
CUST01207,88,9,532.08,59.12,1,4,4,144,9,At Risk
CUST01209,37,20,1205.26,60.26,3,5,5,355,13,Loyal Customers
CUST01210,18,38,3213.15,84.56,4,5,5,455,14,Champions
CUST01211,45,5,402.44000000000005,80.49,2,3,3,233,8,At Risk
CUST01213,1,40,2946.92,73.67,5,5,5,555,15,Champions
CUST01214,42,18,1127.65,62.65,3,5,5,355,13,Loyal Customers
CUST01215,4,9,677.62,75.29,5,4,4,544,13,Champions
CUST01216,12,7,320.48,45.78,4,3,3,433,10,Loyal Customers
CUST01217,23,1,106.27,106.27,4,1,1,411,6,New Customers
CUST01218,37,2,88.67,44.34,3,1,1,311,5,Promising
CUST01219,8,8,367.19,45.9,5,3,3,533,11,Loyal Customers
CUST01221,20,11,554.13,50.38,4,4,4,444,12,Champions
CUST01222,121,1,50.12,50.12,1,1,1,111,3,Hibernating
CUST01223,22,24,1340.84,55.87,4,5,5,455,14,Champions
CUST01224,8,11,603.4,54.85,5,4,4,544,13,Champions
CUST01225,108,6,330.0,55.0,1,3,3,133,7,At Risk
CUST01226,50,10,444.57,44.46,2,4,4,244,10,At Risk
CUST01227,69,27,1869.92,69.26,2,5,5,255,12,At Risk
CUST01228,69,8,358.42,44.8,2,3,3,233,8,At Risk
CUST01229,1,23,1941.74,84.42,5,5,5,555,15,Champions
CUST01230,6,5,189.06,37.81,5,3,2,532,10,Others
CUST01232,21,12,612.37,51.03,4,4,4,444,12,Champions
CUST01233,16,3,155.3,51.77,4,2,2,422,8,New Customers
CUST01234,62,19,923.77,48.62,2,5,5,255,12,At Risk
CUST01235,43,7,295.6,42.23,2,3,3,233,8,At Risk
CUST01236,19,1,54.43,54.43,4,1,1,411,6,New Customers
CUST01237,34,1,36.93,36.93,3,1,1,311,5,Promising
CUST01238,100,1,95.64,95.64,1,1,1,111,3,Hibernating
CUST01239,4,9,624.5500000000001,69.39,5,4,4,544,13,Champions
CUST01240,143,5,222.28,44.46,1,3,2,132,6,Lost
CUST01241,125,2,80.83000000000001,40.42,1,1,1,111,3,Hibernating
CUST01243,82,12,605.23,50.44,2,4,4,244,10,At Risk
CUST01244,9,4,86.53,21.63,5,2,1,521,8,New Customers
CUST01245,9,3,116.99,39.0,5,2,2,522,9,New Customers
CUST01246,14,5,481.43,96.29,4,3,4,434,11,Loyal Customers
CUST01247,67,6,309.52,51.59,2,3,3,233,8,At Risk
CUST01248,33,12,640.1899999999999,53.35,3,4,4,344,11,Loyal Customers
CUST01249,276,2,45.93,22.96,1,1,1,111,3,Hibernating
CUST01250,37,2,35.63,17.82,3,1,1,311,5,Promising
CUST01251,52,21,1164.5,55.45,2,5,5,255,12,At Risk
CUST01252,136,3,115.78,38.59,1,2,2,122,5,Hibernating
CUST01253,235,5,224.42,44.88,1,3,2,132,6,Lost
CUST01254,11,11,492.74,44.79,4,4,4,444,12,Champions
CUST01255,4,32,2165.41,67.67,5,5,5,555,15,Champions
CUST01256,115,13,680.77,52.37,1,4,4,144,9,At Risk
CUST01257,23,7,321.05,45.86,4,3,3,433,10,Loyal Customers
CUST01258,58,5,244.24,48.85,2,3,3,233,8,At Risk
CUST01259,10,37,2269.68,61.34,4,5,5,455,14,Champions
CUST01260,71,2,126.50999999999999,63.26,2,1,2,212,5,Hibernating
CUST01261,6,10,513.8,51.38,5,4,4,544,13,Champions
CUST01262,91,1,28.84,28.84,1,1,1,111,3,Hibernating
CUST01263,39,4,182.95,45.74,3,2,2,322,7,Promising
CUST01264,38,13,673.46,51.8,3,4,4,344,11,Loyal Customers
CUST01265,46,12,718.92,59.91,2,4,4,244,10,At Risk
CUST01266,96,9,440.61,48.96,1,4,4,144,9,At Risk
CUST01267,27,2,106.36,53.18,3,1,2,312,6,Promising
CUST01268,20,9,442.53,49.17,4,4,4,444,12,Champions
CUST01269,25,4,288.32,72.08,3,2,3,323,8,Others
CUST01270,4,21,1421.11,67.67,5,5,5,555,15,Champions
CUST01271,105,1,130.89,130.89,1,1,2,112,4,Hibernating
CUST01272,22,13,695.94,53.53,4,4,4,444,12,Champions
CUST01273,47,1,17.3,17.3,2,1,1,211,4,Hibernating
CUST01274,59,8,344.91,43.11,2,3,3,233,8,At Risk
CUST01275,76,2,102.03999999999999,51.02,2,1,1,211,4,Hibernating
CUST01276,61,14,778.26,55.59,2,4,4,244,10,At Risk
CUST01277,92,7,581.44,83.06,1,3,4,134,8,At Risk
CUST01279,124,1,29.91,29.91,1,1,1,111,3,Hibernating
CUST01280,40,5,181.91,36.38,3,3,2,332,8,Needs Attention
CUST01281,14,9,409.77,45.53,4,4,3,443,11,Loyal Customers
CUST01282,17,9,494.12,54.9,4,4,4,444,12,Champions
CUST01283,17,5,208.10999999999999,41.62,4,3,2,432,9,Others
CUST01284,2,6,311.83000000000004,51.97,5,3,3,533,11,Loyal Customers
CUST01285,6,7,339.96000000000004,48.57,5,3,3,533,11,Loyal Customers
CUST01286,425,1,75.49,75.49,1,1,1,111,3,Hibernating
CUST01287,22,2,166.07999999999998,83.04,4,1,2,412,7,New Customers
CUST01288,284,3,60.519999999999996,20.17,1,2,1,121,4,Hibernating
CUST01289,13,30,2035.14,67.84,4,5,5,455,14,Champions
CUST01290,54,7,395.62,56.52,2,3,3,233,8,At Risk
CUST01291,20,3,102.16,34.05,4,2,1,421,7,New Customers
CUST01292,31,3,113.66,37.89,3,2,2,322,7,Promising
CUST01293,9,9,543.66,60.41,5,4,4,544,13,Champions
CUST01294,31,6,233.7,38.95,3,3,2,332,8,Needs Attention
CUST01295,31,6,333.24,55.54,3,3,3,333,9,Loyal Customers
CUST01296,15,3,196.79000000000002,65.6,4,2,2,422,8,New Customers
CUST01297,5,18,1068.74,59.37,5,5,5,555,15,Champions
CUST01298,2,9,374.86,41.65,5,4,3,543,12,Loyal Customers
CUST01299,307,3,102.09,34.03,1,2,1,121,4,Hibernating
CUST01300,5,10,578.55,57.86,5,4,4,544,13,Champions
CUST01302,16,7,210.39000000000001,30.06,4,3,2,432,9,Others
CUST01303,35,10,837.2,83.72,3,4,5,345,12,Loyal Customers
CUST01304,26,9,734.12,81.57,3,4,4,344,11,Loyal Customers
CUST01305,39,10,423.1,42.31,3,4,4,344,11,Loyal Customers
CUST01306,85,5,222.5,44.5,2,3,2,232,7,Others
CUST01308,12,19,1384.24,72.85,4,5,5,455,14,Champions
CUST01309,9,2,120.46,60.23,5,1,2,512,8,New Customers
CUST01310,7,17,1368.05,80.47,5,5,5,555,15,Champions
CUST01311,4,17,1186.51,69.79,5,5,5,555,15,Champions
CUST01312,37,2,94.12,47.06,3,1,1,311,5,Promising
CUST01313,2,7,294.78000000000003,42.11,5,3,3,533,11,Loyal Customers
CUST01314,27,1,21.94,21.94,3,1,1,311,5,Promising
CUST01315,43,16,770.66,48.17,2,5,4,254,11,At Risk
CUST01316,25,6,363.64,60.61,3,3,3,333,9,Loyal Customers
CUST01317,13,1,70.33,70.33,4,1,1,411,6,New Customers
CUST01319,9,11,450.84,40.99,5,4,4,544,13,Champions
CUST01320,54,1,74.58,74.58,2,1,1,211,4,Hibernating
CUST01321,4,8,663.26,82.91,5,3,4,534,12,Loyal Customers
CUST01322,17,1,8.44,8.44,4,1,1,411,6,New Customers
CUST01323,87,8,400.53,50.07,1,3,3,133,7,At Risk
CUST01324,21,5,355.61,71.12,4,3,3,433,10,Loyal Customers
CUST01325,79,18,1066.12,59.23,2,5,5,255,12,At Risk
CUST01326,2,17,1116.84,65.7,5,5,5,555,15,Champions
CUST01327,8,22,1220.74,55.49,5,5,5,555,15,Champions
CUST01328,58,7,305.09999999999997,43.59,2,3,3,233,8,At Risk
CUST01329,96,1,42.38,42.38,1,1,1,111,3,Hibernating
CUST01330,82,4,191.84,47.96,2,2,2,222,6,Hibernating
CUST01331,4,2,68.09,34.04,5,1,1,511,7,New Customers
CUST01332,34,4,343.76,85.94,3,2,3,323,8,Others
CUST01333,2,10,461.56,46.16,5,4,4,544,13,Champions
CUST01334,121,1,23.98,23.98,1,1,1,111,3,Hibernating
CUST01335,15,11,477.51,43.41,4,4,4,444,12,Champions
CUST01336,72,22,1590.83,72.31,2,5,5,255,12,At Risk
CUST01337,6,14,547.82,39.13,5,4,4,544,13,Champions
CUST01338,63,6,240.21,40.04,2,3,2,232,7,Others
CUST01339,37,3,244.41,81.47,3,2,3,323,8,Others
CUST01340,5,29,2018.32,69.6,5,5,5,555,15,Champions
CUST01341,101,4,143.95,35.99,1,2,2,122,5,Hibernating
CUST01343,30,30,2378.09,79.27,3,5,5,355,13,Loyal Customers
CUST01344,3,12,494.12,41.18,5,4,4,544,13,Champions
CUST01345,23,4,142.05,35.51,4,2,2,422,8,New Customers
CUST01346,10,29,2139.1,73.76,4,5,5,455,14,Champions
CUST01347,12,18,1104.09,61.34,4,5,5,455,14,Champions
CUST01348,20,1,47.41,47.41,4,1,1,411,6,New Customers
CUST01350,24,27,1869.82,69.25,3,5,5,355,13,Loyal Customers
CUST01351,46,2,132.29000000000002,66.15,2,1,2,212,5,Hibernating
CUST01352,68,14,682.89,48.78,2,4,4,244,10,At Risk
CUST01353,23,16,963.7,60.23,4,5,5,455,14,Champions
CUST01354,5,15,621.3,41.42,5,5,4,554,14,Champions
CUST01355,24,16,896.77,56.05,3,5,5,355,13,Loyal Customers
CUST01356,74,3,60.78,20.26,2,2,1,221,5,Hibernating
CUST01357,82,1,15.44,15.44,2,1,1,211,4,Hibernating
CUST01358,45,4,152.57,38.14,2,2,2,222,6,Hibernating
CUST01360,66,3,144.9,48.3,2,2,2,222,6,Hibernating
CUST01362,139,2,81.44,40.72,1,1,1,111,3,Hibernating
CUST01363,69,4,193.8,48.45,2,2,2,222,6,Hibernating
CUST01364,68,3,217.24,72.41,2,2,2,222,6,Hibernating
CUST01365,68,6,304.94,50.82,2,3,3,233,8,At Risk
CUST01366,33,5,301.99,60.4,3,3,3,333,9,Loyal Customers
CUST01368,11,34,2389.66,70.28,4,5,5,455,14,Champions
CUST01369,45,2,100.15,50.08,2,1,1,211,4,Hibernating
CUST01370,27,4,74.12,18.53,3,2,1,321,6,Promising
CUST01371,244,9,354.19,39.35,1,4,3,143,8,At Risk
CUST01372,30,18,1273.61,70.76,3,5,5,355,13,Loyal Customers
CUST01373,40,3,121.55000000000001,40.52,3,2,2,322,7,Promising
CUST01374,5,27,2120.6,78.54,5,5,5,555,15,Champions
CUST01375,25,4,295.22,73.81,3,2,3,323,8,Others
CUST01376,2,7,206.07,29.44,5,3,2,532,10,Others
CUST01377,60,6,365.14,60.86,2,3,3,233,8,At Risk
CUST01378,45,15,923.74,61.58,2,5,5,255,12,At Risk
CUST01379,10,5,162.53,32.51,4,3,2,432,9,Others
CUST01380,236,6,374.63,62.44,1,3,3,133,7,At Risk
CUST01382,56,12,792.0,66.0,2,4,4,244,10,At Risk
CUST01383,57,5,168.43,33.69,2,3,2,232,7,Others
CUST01384,26,19,932.88,49.1,3,5,5,355,13,Loyal Customers
CUST01385,222,1,33.62,33.62,1,1,1,111,3,Hibernating
CUST01387,24,1,112.11,112.11,3,1,2,312,6,Promising
CUST01388,15,6,383.28000000000003,63.88,4,3,3,433,10,Loyal Customers
CUST01389,116,9,557.98,62.0,1,4,4,144,9,At Risk
CUST01390,30,7,475.45,67.92,3,3,4,334,10,Loyal Customers
CUST01391,2,39,2957.64,75.84,5,5,5,555,15,Champions
CUST01392,15,10,501.45,50.14,4,4,4,444,12,Champions
CUST01393,21,1,31.27,31.27,4,1,1,411,6,New Customers
CUST01395,46,3,270.14,90.05,2,2,3,223,7,Others
CUST01396,150,1,101.66,101.66,1,1,1,111,3,Hibernating
CUST01398,91,2,69.45,34.72,1,1,1,111,3,Hibernating
CUST01399,94,2,134.43,67.22,1,1,2,112,4,Hibernating
CUST01400,102,4,333.05,83.26,1,2,3,123,6,Lost
CUST01401,246,1,50.81,50.81,1,1,1,111,3,Hibernating
CUST01402,47,2,106.3,53.15,2,1,1,211,4,Hibernating
CUST01403,13,19,1159.75,61.04,4,5,5,455,14,Champions
