customer_id,signup_date,age,gender,region,acquisition_channel,tenure_days,tenure_months,recency_days,frequency,monetary,avg_order_value,RFM_total,segment,customer_value_tier,support_tickets_last_90d,app_logins_last_30d,email_open_rate,avg_support_csat,churn_probability,risk_tier,recommended_action,churned
CUST01060,2025-04-12,27,Female,West,Email Campaign,263,8.8,25.0,12.0,591.05,49.25,11.0,Loyal Customers,Gold,0,5,0.19,3.4,0.0401,Low,Standard engagement / newsletter,0
CUST01061,2024-04-28,56,Male,East,Email Campaign,612,20.4,153.0,2.0,134.57,67.28,4.0,Hibernating,Silver,1,0,0.02,3.6,0.9502,High,Send targeted discount / re-engagement email,1
CUST01062,2025-07-15,48,Other,North,Paid Ads,169,5.6,98.0,1.0,49.54,49.54,3.0,Hibernating,Bronze,0,0,0.36,2.5,0.8861,High,Send targeted discount / re-engagement email,1
CUST01063,2025-11-29,18,Female,North,Paid Ads,32,1.1,32.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,3,0.48,3.7,0.0064,Low,Standard engagement / newsletter,0
CUST01064,2025-02-04,34,Female,North,Paid Ads,330,11.0,4.0,24.0,1713.75,71.41,15.0,Champions,Platinum,0,10,0.43,5.0,0.0004,Low,Upsell / referral program invite,0
CUST01065,2025-10-06,59,Female,South,Email Campaign,86,2.9,85.0,1.0,29.17,29.17,4.0,Hibernating,Bronze,0,3,0.18,3.1,0.0016,Low,Standard engagement / newsletter,0
CUST01066,2024-02-06,56,Female,West,Email Campaign,694,23.1,30.0,14.0,799.57,57.11,11.0,Loyal Customers,Platinum,0,5,0.26,4.7,0.232,Low,Standard engagement / newsletter,0
CUST01067,2024-10-23,40,Male,Central,Social Media,434,14.5,22.0,22.0,1615.01,73.41,14.0,Champions,Platinum,0,11,0.63,4.5,0.0004,Low,Upsell / referral program invite,0
CUST01068,2025-09-10,28,Female,South,Social Media,112,3.7,112.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.07,3.9,0.9792,High,Send targeted discount / re-engagement email,1
CUST01069,2024-05-27,45,Other,Central,Paid Ads,583,19.4,42.0,8.0,259.76,32.47,9.0,Loyal Customers,Silver,0,3,0.37,3.1,0.3539,Medium,Monitor + include in nurture campaign,0
CUST01070,2025-07-15,28,Other,South,Social Media,169,5.6,27.0,6.0,313.65,52.28,9.0,Loyal Customers,Gold,1,5,0.07,3.8,0.1332,Low,Standard engagement / newsletter,0
CUST01071,2025-12-29,41,Female,South,Paid Ads,2,0.1,2.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,5,0.63,4.9,0.0072,Low,Standard engagement / newsletter,0
CUST01072,2025-12-03,47,Female,West,Email Campaign,28,0.9,28.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,4,0.52,3.0,0.0074,Low,Standard engagement / newsletter,0
CUST01073,2024-02-13,31,Male,East,Organic Search,687,22.9,50.0,1.0,98.93,98.93,4.0,Hibernating,Silver,2,0,0.33,3.7,0.5925,Medium,Monitor + include in nurture campaign,0
CUST01074,2025-11-12,35,Female,South,Paid Ads,49,1.6,49.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,3,0.41,3.9,0.0052,Low,Standard engagement / newsletter,0
CUST01075,2025-10-18,35,Female,Central,Email Campaign,74,2.5,74.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.03,3.1,0.0106,Low,Standard engagement / newsletter,0
CUST01076,2024-05-27,29,Other,West,Social Media,583,19.4,50.0,16.0,1028.95,64.31,12.0,At Risk,Platinum,0,7,0.54,4.2,0.0348,Low,Standard engagement / newsletter,0
CUST01077,2024-11-24,32,Other,West,Social Media,402,13.4,118.0,9.0,364.73,40.53,8.0,At Risk,Gold,1,5,0.13,4.8,0.7793,High,Send targeted discount / re-engagement email,1
CUST01078,2024-04-13,34,Other,West,Social Media,627,20.9,9.0,33.0,1874.53,56.8,15.0,Champions,Platinum,0,10,0.59,4.3,0.0055,Low,Upsell / referral program invite,0
CUST01079,2025-11-16,37,Male,North,Email Campaign,45,1.5,24.0,3.0,183.77,61.26,7.0,Promising,Silver,0,1,0.34,3.2,0.0013,Low,Standard engagement / newsletter,0
CUST01080,2025-07-12,43,Male,South,Referral,172,5.7,65.0,2.0,84.12,42.06,4.0,Hibernating,Silver,1,2,0.21,3.1,0.2952,Low,Standard engagement / newsletter,0
CUST01081,2024-07-28,32,Male,East,Paid Ads,521,17.4,36.0,16.0,959.86,59.99,13.0,Loyal Customers,Platinum,0,10,0.39,3.8,0.0072,Low,Standard engagement / newsletter,0
CUST01082,2024-09-05,33,Other,East,Paid Ads,482,16.1,182.0,10.0,447.14,44.71,9.0,At Risk,Gold,1,4,0.49,4.0,0.6978,High,Send targeted discount / re-engagement email,1
CUST01083,2024-02-13,45,Female,Central,Social Media,687,22.9,73.0,7.0,263.12,37.59,8.0,At Risk,Gold,1,3,0.03,2.8,0.7775,High,Send targeted discount / re-engagement email,0
CUST01084,2024-08-27,31,Other,Central,Organic Search,491,16.4,7.0,10.0,687.66,68.77,13.0,Champions,Platinum,1,4,0.4,5.0,0.1042,Low,Upsell / referral program invite,0
CUST01085,2024-04-18,37,Other,North,Referral,622,20.7,61.0,2.0,85.94999999999999,42.97,4.0,Hibernating,Silver,0,0,0.12,3.7,0.2135,Low,Standard engagement / newsletter,0
CUST01086,2025-01-29,27,Other,East,Email Campaign,336,11.2,75.0,10.0,513.3,51.33,10.0,At Risk,Gold,0,9,0.49,4.7,0.1243,Low,Standard engagement / newsletter,0
CUST01087,2024-04-06,40,Male,West,Email Campaign,634,21.1,239.0,1.0,54.62,54.62,3.0,Hibernating,Bronze,1,0,0.1,2.8,0.9616,High,Send targeted discount / re-engagement email,1
CUST01088,2025-03-12,70,Male,West,Organic Search,294,9.8,32.0,22.0,1396.16,63.46,13.0,Loyal Customers,Platinum,0,10,0.67,4.4,0.001,Low,Standard engagement / newsletter,0
CUST01089,2024-12-07,37,Other,South,Referral,389,13.0,19.0,9.0,737.8299999999999,81.98,12.0,Champions,Platinum,0,6,0.3,4.0,0.0263,Low,Upsell / referral program invite,0
CUST01090,2025-07-29,28,Male,West,Referral,155,5.2,27.0,2.0,246.66000000000005,123.33,7.0,Others,Silver,0,7,0.27,3.5,0.1862,Low,Standard engagement / newsletter,0
CUST01091,2024-10-20,58,Female,North,Social Media,437,14.6,1.0,26.0,1603.21,61.66,15.0,Champions,Platinum,0,8,0.31,4.4,0.0037,Low,Upsell / referral program invite,0
CUST01092,2025-04-12,34,Male,South,Paid Ads,263,8.8,75.0,6.0,268.15,44.69,8.0,At Risk,Gold,0,3,0.1,3.7,0.0905,Low,Standard engagement / newsletter,0
CUST01093,2025-08-26,42,Other,Central,Referral,127,4.2,98.0,1.0,33.78,33.78,3.0,Hibernating,Bronze,2,0,0.36,2.4,0.9122,High,Send targeted discount / re-engagement email,1
CUST01094,2025-11-23,18,Other,Central,Social Media,38,1.3,38.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.0,3.7,0.0084,Low,Standard engagement / newsletter,0
CUST01095,2024-09-17,37,Male,Central,Paid Ads,470,15.7,93.0,3.0,67.43,22.48,4.0,Hibernating,Bronze,0,0,0.16,3.3,0.8975,High,Send targeted discount / re-engagement email,1
CUST01096,2024-12-10,21,Male,South,Organic Search,386,12.9,52.0,10.0,442.27,44.23,10.0,At Risk,Gold,1,2,0.28,3.2,0.1388,Low,Standard engagement / newsletter,0
CUST01097,2025-08-09,49,Other,East,Email Campaign,144,4.8,14.0,3.0,161.2,53.73,8.0,New Customers,Silver,0,4,0.44,3.4,0.1199,Low,Standard engagement / newsletter,0
CUST01098,2024-08-17,33,Female,Central,Email Campaign,501,16.7,23.0,13.0,653.62,50.28,12.0,Champions,Platinum,0,3,0.51,4.6,0.1153,Low,Upsell / referral program invite,0
CUST01099,2025-06-17,35,Male,East,Referral,197,6.6,13.0,5.0,236.97,47.39,9.0,Others,Silver,0,8,0.25,4.3,0.0688,Low,Standard engagement / newsletter,0
CUST01100,2025-12-20,34,Female,Central,Referral,11,0.4,11.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,8,0.32,4.2,0.0026,Low,Standard engagement / newsletter,0
CUST01101,2025-02-09,64,Other,North,Paid Ads,325,10.8,112.0,9.0,354.55,39.39,8.0,At Risk,Gold,1,4,0.3,4.3,0.092,Low,Standard engagement / newsletter,1
CUST01102,2025-01-21,36,Female,North,Referral,344,11.5,194.0,5.0,218.69,43.74,6.0,Lost,Silver,0,7,0.42,2.6,0.8786,High,Send targeted discount / re-engagement email,1
CUST01103,2025-04-08,40,Other,South,Paid Ads,267,8.9,38.0,7.0,361.09,51.58,9.0,Loyal Customers,Gold,0,10,0.36,5.0,0.057,Low,Standard engagement / newsletter,0
CUST01104,2024-07-14,24,Male,South,Referral,535,17.8,100.0,10.0,380.78,38.08,8.0,At Risk,Gold,0,8,0.13,4.4,0.4043,Medium,Monitor + include in nurture campaign,1
CUST01105,2024-05-07,31,Male,West,Social Media,603,20.1,10.0,17.0,845.66,49.74,14.0,Champions,Platinum,0,8,0.42,3.7,0.147,Low,Upsell / referral program invite,0
CUST01106,2025-11-09,48,Male,Central,Referral,52,1.7,52.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.33,4.0,0.0057,Low,Standard engagement / newsletter,0
CUST01107,2024-04-10,52,Other,West,Social Media,630,21.0,7.0,9.0,288.45,32.05,12.0,Loyal Customers,Gold,1,2,0.56,3.9,0.0679,Low,Standard engagement / newsletter,0
CUST01108,2024-03-01,31,Female,North,Organic Search,670,22.3,41.0,15.0,730.18,48.68,12.0,Loyal Customers,Platinum,1,2,0.31,3.5,0.3018,Low,Standard engagement / newsletter,0
CUST01109,2025-08-14,31,Female,Central,Referral,139,4.6,9.0,1.0,24.43,24.43,7.0,New Customers,Bronze,0,1,0.29,3.7,0.1932,Low,Standard engagement / newsletter,0
CUST01110,2024-06-03,43,Other,East,Social Media,576,19.2,30.0,7.0,271.69,38.81,9.0,Loyal Customers,Gold,0,0,0.16,4.7,0.2777,Low,Standard engagement / newsletter,0
CUST01111,2025-09-03,27,Female,East,Email Campaign,119,4.0,16.0,3.0,290.64,96.88,9.0,New Customers,Gold,0,9,0.25,5.0,0.0115,Low,Standard engagement / newsletter,0
CUST01112,2025-09-01,27,Male,North,Social Media,121,4.0,2.0,5.0,264.25,52.85,11.0,Loyal Customers,Gold,0,12,0.44,3.6,0.0924,Low,Standard engagement / newsletter,0
CUST01113,2025-03-15,30,Other,East,Organic Search,291,9.7,291.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,1,0.32,3.9,0.9826,High,Send targeted discount / re-engagement email,1
CUST01114,2024-09-02,43,Other,West,Paid Ads,485,16.2,58.0,14.0,708.22,50.59,10.0,At Risk,Platinum,0,7,0.41,4.5,0.0308,Low,Standard engagement / newsletter,0
CUST01115,2024-12-06,26,Female,South,Social Media,390,13.0,29.0,19.0,1328.71,69.93,13.0,Loyal Customers,Platinum,0,6,0.48,4.7,0.0018,Low,Standard engagement / newsletter,0
CUST01116,2025-09-27,29,Female,East,Referral,95,3.2,17.0,4.0,401.36,100.34,9.0,New Customers,Gold,0,4,0.36,4.7,0.0245,Low,Standard engagement / newsletter,0
CUST01117,2024-11-22,30,Female,Central,Email Campaign,404,13.5,6.0,7.0,412.84,58.98,11.0,Loyal Customers,Gold,1,2,0.6,3.6,0.0465,Low,Standard engagement / newsletter,0
CUST01118,2024-10-27,43,Male,Central,Social Media,430,14.3,7.0,8.0,401.77,50.22,11.0,Loyal Customers,Gold,1,1,0.29,4.9,0.1904,Low,Standard engagement / newsletter,0
CUST01119,2025-11-30,31,Female,North,Organic Search,31,1.0,31.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,0,0.55,4.7,0.007,Low,Standard engagement / newsletter,0
CUST01120,2024-04-29,54,Male,West,Organic Search,611,20.4,62.0,4.0,141.02,35.26,6.0,Hibernating,Silver,1,0,0.25,4.5,0.4088,Medium,Monitor + include in nurture campaign,0
CUST01121,2024-05-23,39,Male,South,Social Media,587,19.6,54.0,21.0,1401.37,66.73,12.0,At Risk,Platinum,1,12,0.53,5.0,0.0013,Low,Standard engagement / newsletter,0
CUST01122,2025-09-29,18,Female,North,Social Media,93,3.1,34.0,2.0,61.63,30.82,5.0,Promising,Bronze,1,2,0.15,4.6,0.007,Low,Standard engagement / newsletter,0
CUST01123,2024-12-16,18,Male,South,Referral,380,12.7,6.0,7.0,317.24,45.32,11.0,Loyal Customers,Gold,0,0,0.31,3.1,0.1267,Low,Standard engagement / newsletter,0
CUST01124,2024-04-22,58,Male,East,Organic Search,618,20.6,616.0,1.0,37.54,37.54,3.0,Hibernating,Bronze,0,0,0.1,2.4,0.9714,High,Send targeted discount / re-engagement email,1
CUST01125,2024-11-10,31,Other,East,Referral,416,13.9,32.0,23.0,1941.81,84.43,13.0,Loyal Customers,Platinum,0,9,0.67,4.2,0.0054,Low,Standard engagement / newsletter,0
CUST01126,2024-07-15,41,Male,East,Paid Ads,534,17.8,312.0,5.0,126.16,25.23,6.0,Lost,Silver,1,8,0.46,5.0,0.9057,High,Send targeted discount / re-engagement email,1
CUST01127,2024-09-22,32,Male,West,Referral,465,15.5,29.0,17.0,1212.23,71.31,13.0,Loyal Customers,Platinum,0,13,0.4,4.2,0.0029,Low,Standard engagement / newsletter,0
CUST01128,2024-03-28,53,Other,South,Social Media,643,21.4,227.0,6.0,208.84,34.81,6.0,Lost,Silver,1,3,0.15,4.3,0.8589,High,Send targeted discount / re-engagement email,1
CUST01129,2024-06-14,46,Other,North,Organic Search,565,18.8,137.0,2.0,105.57,52.78,3.0,Hibernating,Silver,2,1,0.37,4.3,0.8973,High,Send targeted discount / re-engagement email,1
CUST01130,2024-09-28,60,Male,South,Social Media,459,15.3,158.0,2.0,88.25,44.12,3.0,Hibernating,Silver,0,0,0.42,4.0,0.9502,High,Send targeted discount / re-engagement email,1
CUST01131,2024-01-14,39,Male,South,Email Campaign,717,23.9,8.0,33.0,2573.89,78.0,15.0,Champions,Platinum,2,6,0.64,4.2,0.0023,Low,Upsell / referral program invite,0
CUST01132,2024-06-13,53,Male,Central,Social Media,566,18.9,103.0,4.0,168.57999999999998,42.14,5.0,Hibernating,Silver,1,4,0.46,4.1,0.6543,Medium,Monitor + include in nurture campaign,1
CUST01133,2024-01-22,39,Male,North,Referral,709,23.6,93.0,15.0,776.89,51.79,10.0,At Risk,Platinum,0,5,0.32,4.4,0.776,High,Send targeted discount / re-engagement email,1
CUST01134,2025-12-15,41,Male,West,Paid Ads,16,0.5,9.0,1.0,63.31,63.31,7.0,New Customers,Bronze,0,9,0.18,4.7,0.001,Low,Standard engagement / newsletter,0
CUST01135,2025-04-19,48,Female,North,Paid Ads,256,8.5,13.0,2.0,77.6,38.8,6.0,New Customers,Bronze,1,1,0.29,4.6,0.3269,Low,Standard engagement / newsletter,0
CUST01136,2025-11-08,32,Female,North,Organic Search,53,1.8,53.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,6,0.35,3.6,0.007,Low,Standard engagement / newsletter,0
CUST01137,2024-07-13,48,Male,East,Referral,536,17.9,85.0,8.0,417.37,52.17,8.0,At Risk,Gold,1,2,0.37,2.2,0.2479,Low,Standard engagement / newsletter,0
CUST01138,2025-12-12,55,Female,South,Social Media,19,0.6,2.0,1.0,35.58,35.58,7.0,New Customers,Bronze,0,4,0.44,4.0,0.0022,Low,Standard engagement / newsletter,0
CUST01139,2024-02-25,18,Male,South,Organic Search,675,22.5,76.0,12.0,704.37,58.7,10.0,At Risk,Platinum,2,7,0.29,4.9,0.1591,Low,Standard engagement / newsletter,0
CUST01140,2025-08-07,33,Other,Central,Organic Search,146,4.9,89.0,2.0,156.01,78.0,4.0,Hibernating,Silver,0,3,0.39,4.5,0.7429,High,Send targeted discount / re-engagement email,0
CUST01141,2025-12-20,45,Other,South,Social Media,11,0.4,11.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,2,0.55,4.5,0.0045,Low,Standard engagement / newsletter,0
CUST01142,2024-03-05,35,Female,South,Paid Ads,666,22.2,49.0,33.0,2119.53,64.23,12.0,At Risk,Platinum,0,17,0.61,4.6,0.0039,Low,Standard engagement / newsletter,0
CUST01143,2025-02-20,39,Female,Central,Social Media,314,10.5,19.0,22.0,1585.04,72.05,14.0,Champions,Platinum,1,9,0.4,4.6,0.0007,Low,Upsell / referral program invite,0
CUST01144,2024-11-25,18,Male,North,Organic Search,401,13.4,2.0,11.0,677.22,61.57,13.0,Champions,Platinum,0,8,0.81,3.8,0.0111,Low,Upsell / referral program invite,0
CUST01145,2025-06-09,43,Male,North,Email Campaign,205,6.8,24.0,3.0,162.5,54.17,7.0,Promising,Silver,0,2,0.02,3.9,0.0673,Low,Standard engagement / newsletter,0
CUST01146,2025-07-26,56,Other,West,Referral,158,5.3,158.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.3,2.6,0.9943,High,Send targeted discount / re-engagement email,1
CUST01147,2024-02-08,26,Female,East,Paid Ads,692,23.1,10.0,11.0,530.28,48.21,12.0,Champions,Gold,1,3,0.45,4.6,0.4299,Medium,Monitor + include in nurture campaign,0
CUST01148,2025-09-11,58,Male,East,Organic Search,111,3.7,2.0,3.0,255.04,85.01,10.0,New Customers,Silver,0,8,0.43,3.6,0.0299,Low,Standard engagement / newsletter,0
CUST01149,2025-09-28,51,Male,Central,Email Campaign,94,3.1,94.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,4,0,0.17,3.2,0.9874,High,Send targeted discount / re-engagement email,1
CUST01150,2024-05-13,24,Other,Central,Referral,597,19.9,121.0,15.0,889.59,59.31,11.0,At Risk,Platinum,1,3,0.48,4.5,0.8522,High,Send targeted discount / re-engagement email,1
CUST01151,2024-08-27,52,Other,North,Referral,491,16.4,3.0,14.0,738.48,52.75,13.0,Champions,Platinum,0,3,0.49,2.2,0.0145,Low,Upsell / referral program invite,0
CUST01152,2025-05-29,34,Male,Central,Email Campaign,216,7.2,12.0,8.0,601.6800000000001,75.21,11.0,Loyal Customers,Platinum,0,9,0.69,4.5,0.0039,Low,Standard engagement / newsletter,0
CUST01153,2024-07-20,18,Other,South,Social Media,529,17.6,384.0,1.0,26.87,26.87,3.0,Hibernating,Bronze,1,4,0.2,3.1,0.9816,High,Send targeted discount / re-engagement email,1
CUST01154,2024-10-30,37,Female,North,Paid Ads,427,14.2,386.0,1.0,37.65,37.65,3.0,Hibernating,Bronze,2,1,0.39,4.1,0.9508,High,Send targeted discount / re-engagement email,1
CUST01155,2024-03-22,48,Female,West,Organic Search,649,21.6,31.0,26.0,1977.86,76.07,13.0,Loyal Customers,Platinum,0,6,0.51,2.6,0.0008,Low,Standard engagement / newsletter,0
CUST01156,2025-05-28,39,Male,West,Email Campaign,217,7.2,22.0,7.0,375.54,53.65,10.0,Loyal Customers,Gold,0,7,0.31,5.0,0.0505,Low,Standard engagement / newsletter,0
CUST01157,2025-10-14,41,Male,Central,Organic Search,78,2.6,78.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,0,0.16,3.5,0.0186,Low,Standard engagement / newsletter,0
CUST01158,2025-09-20,53,Female,East,Paid Ads,102,3.4,29.0,1.0,27.5,27.5,5.0,Promising,Bronze,0,4,0.33,2.9,0.1063,Low,Standard engagement / newsletter,0
CUST01159,2024-08-16,36,Female,Central,Social Media,502,16.7,11.0,8.0,444.51,55.56,11.0,Loyal Customers,Gold,0,12,0.7,2.9,0.0455,Low,Standard engagement / newsletter,0
CUST01160,2024-11-20,39,Female,Central,Paid Ads,406,13.5,57.0,6.0,282.88,47.15,8.0,At Risk,Gold,0,2,0.28,2.6,0.4123,Medium,Monitor + include in nurture campaign,0
CUST01161,2025-11-17,56,Female,North,Organic Search,44,1.5,44.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,9,0.53,5.0,0.0082,Low,Standard engagement / newsletter,0
CUST01162,2025-04-06,45,Other,North,Organic Search,269,9.0,22.0,7.0,595.29,85.04,11.0,Loyal Customers,Platinum,1,7,0.5,4.0,0.0516,Low,Standard engagement / newsletter,0
CUST01163,2024-03-13,41,Female,South,Organic Search,658,21.9,27.0,10.0,424.69,42.47,11.0,Loyal Customers,Gold,0,0,0.41,3.1,0.2867,Low,Standard engagement / newsletter,0
CUST01164,2025-10-18,23,Male,West,Email Campaign,74,2.5,32.0,3.0,175.36,58.45,7.0,Promising,Silver,1,3,0.44,3.4,0.0035,Low,Standard engagement / newsletter,0
CUST01165,2025-11-19,18,Female,Central,Social Media,42,1.4,42.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,0,0.06,2.8,0.0116,Low,Standard engagement / newsletter,0
CUST01166,2024-02-06,27,Female,West,Organic Search,694,23.1,15.0,39.0,2925.56,75.01,14.0,Champions,Platinum,1,15,0.55,4.7,0.0036,Low,Upsell / referral program invite,0
CUST01167,2024-11-16,44,Other,Central,Email Campaign,410,13.7,131.0,5.0,251.8,50.36,7.0,At Risk,Silver,2,7,0.35,3.5,0.8502,High,Send targeted discount / re-engagement email,1
CUST01168,2025-02-08,21,Other,South,Referral,326,10.9,36.0,8.0,580.15,72.52,10.0,Loyal Customers,Gold,0,3,0.28,4.0,0.0236,Low,Standard engagement / newsletter,0
CUST01169,2025-07-30,36,Male,East,Organic Search,154,5.1,146.0,1.0,47.0,47.0,3.0,Hibernating,Bronze,0,5,0.47,3.6,0.9533,High,Send targeted discount / re-engagement email,1
CUST01170,2024-09-10,53,Other,South,Paid Ads,477,15.9,21.0,13.0,595.0,45.77,12.0,Champions,Gold,0,3,0.19,4.2,0.3078,Low,Upsell / referral program invite,0
CUST01171,2024-08-17,19,Other,East,Social Media,501,16.7,501.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,0,0.0,3.0,0.9981,High,Send targeted discount / re-engagement email,1
CUST01172,2024-06-03,18,Other,North,Referral,576,19.2,54.0,5.0,245.53,49.11,8.0,At Risk,Silver,1,0,0.41,3.5,0.4901,Medium,Monitor + include in nurture campaign,0
CUST01173,2025-07-19,33,Other,West,Paid Ads,165,5.5,26.0,1.0,140.8,140.8,6.0,Promising,Silver,0,7,0.17,4.1,0.2592,Low,Standard engagement / newsletter,0
CUST01174,2024-07-31,51,Male,South,Organic Search,518,17.3,38.0,13.0,909.66,69.97,12.0,Loyal Customers,Platinum,1,5,0.45,3.4,0.0363,Low,Standard engagement / newsletter,0
CUST01175,2025-12-24,40,Female,North,Social Media,7,0.2,3.0,1.0,97.91,97.91,7.0,New Customers,Silver,0,6,0.5,3.3,0.004,Low,Standard engagement / newsletter,0
CUST01176,2024-01-23,43,Other,Central,Organic Search,708,23.6,31.0,6.0,176.91,29.48,8.0,Needs Attention,Silver,0,2,0.38,3.3,0.443,Medium,Monitor + include in nurture campaign,0
CUST01177,2024-10-12,43,Female,South,Organic Search,445,14.8,15.0,11.0,496.7,45.15,12.0,Champions,Gold,0,7,0.41,3.4,0.0307,Low,Upsell / referral program invite,0
CUST01178,2025-11-27,26,Male,South,Organic Search,34,1.1,6.0,1.0,17.79,17.79,7.0,New Customers,Bronze,1,5,0.32,4.2,0.0045,Low,Standard engagement / newsletter,0
CUST01179,2024-02-17,26,Male,West,Referral,683,22.8,4.0,10.0,560.1,56.01,13.0,Champions,Gold,1,3,0.22,2.9,0.3562,Medium,Monitor + include in nurture campaign,0
CUST01180,2025-10-18,35,Other,Central,Referral,74,2.5,74.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,2,0.29,3.7,0.0035,Low,Standard engagement / newsletter,0
CUST01181,2024-02-23,46,Male,East,Paid Ads,677,22.6,106.0,8.0,339.26,42.41,7.0,At Risk,Gold,1,2,0.16,3.3,0.8531,High,Send targeted discount / re-engagement email,1
CUST01182,2025-08-06,18,Other,East,Organic Search,147,4.9,73.0,4.0,245.24,61.31,7.0,Others,Silver,0,4,0.54,3.8,0.0635,Low,Standard engagement / newsletter,0
CUST01183,2025-03-04,21,Male,East,Social Media,302,10.1,302.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,0,0.22,4.4,0.9951,High,Send targeted discount / re-engagement email,1
CUST01184,2024-09-05,29,Female,Central,Organic Search,482,16.1,24.0,19.0,1538.4,80.97,13.0,Loyal Customers,Platinum,0,11,0.68,5.0,0.0005,Low,Standard engagement / newsletter,0
CUST01185,2025-04-18,31,Female,Central,Organic Search,257,8.6,17.0,5.0,191.32,38.26,9.0,Others,Silver,1,4,0.29,4.8,0.1077,Low,Standard engagement / newsletter,0
CUST01186,2024-05-07,40,Female,West,Email Campaign,603,20.1,69.0,11.0,426.03,38.73,10.0,At Risk,Gold,1,6,0.48,3.9,0.0604,Low,Standard engagement / newsletter,0
CUST01187,2025-08-02,36,Female,North,Social Media,151,5.0,6.0,15.0,1088.67,72.58,15.0,Champions,Platinum,0,8,0.62,4.2,0.0008,Low,Upsell / referral program invite,0
CUST01188,2025-09-07,31,Other,South,Referral,115,3.8,4.0,9.0,687.19,76.35,13.0,Champions,Platinum,0,6,0.44,4.6,0.0088,Low,Upsell / referral program invite,0
CUST01189,2024-06-10,59,Male,East,Organic Search,569,19.0,64.0,13.0,692.71,53.29,10.0,At Risk,Platinum,1,2,0.2,4.1,0.1557,Low,Standard engagement / newsletter,0
CUST01190,2025-12-17,38,Other,North,Paid Ads,14,0.5,3.0,2.0,62.010000000000005,31.01,7.0,New Customers,Bronze,0,4,0.24,3.6,0.0015,Low,Standard engagement / newsletter,0
CUST01191,2025-10-16,40,Other,Central,Organic Search,76,2.5,76.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.22,3.8,0.0095,Low,Standard engagement / newsletter,0
CUST01192,2024-10-09,46,Male,North,Paid Ads,448,14.9,64.0,9.0,387.64,43.07,9.0,At Risk,Gold,0,2,0.26,2.5,0.0491,Low,Standard engagement / newsletter,0
CUST01193,2025-01-06,29,Male,West,Referral,359,12.0,359.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,1,0.74,4.2,0.9961,High,Send targeted discount / re-engagement email,1
CUST01194,2025-07-31,59,Female,South,Paid Ads,153,5.1,8.0,3.0,104.82,34.94,8.0,New Customers,Silver,0,1,0.51,3.5,0.0844,Low,Standard engagement / newsletter,0
CUST01195,2025-08-06,52,Male,Central,Social Media,147,4.9,80.0,2.0,194.34,97.17,5.0,Hibernating,Silver,0,8,0.61,5.0,0.036,Low,Standard engagement / newsletter,0
CUST01196,2024-09-22,39,Male,East,Paid Ads,465,15.5,138.0,3.0,170.98,56.99,5.0,Hibernating,Silver,2,2,0.32,3.9,0.7446,High,Send targeted discount / re-engagement email,1
CUST01197,2024-06-24,37,Female,East,Referral,555,18.5,555.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,2,0,0.14,2.0,0.9967,High,Send targeted discount / re-engagement email,1
CUST01198,2024-08-03,52,Male,Central,Referral,515,17.2,1.0,9.0,360.74,40.08,12.0,Loyal Customers,Gold,1,1,0.16,4.0,0.4,Medium,Monitor + include in nurture campaign,0
CUST01199,2024-08-15,36,Male,Central,Organic Search,503,16.8,176.0,5.0,205.33,41.07,6.0,Lost,Silver,0,4,0.33,3.8,0.7455,High,Send targeted discount / re-engagement email,1
CUST01200,2024-08-30,43,Male,South,Email Campaign,488,16.3,47.0,5.0,180.02,36.0,7.0,Others,Silver,1,5,0.13,3.1,0.4533,Medium,Monitor + include in nurture campaign,0
CUST01201,2025-07-17,36,Male,West,Organic Search,167,5.6,85.0,1.0,49.56,49.56,4.0,Hibernating,Bronze,0,3,0.39,2.8,0.851,High,Send targeted discount / re-engagement email,0
CUST01202,2024-07-05,44,Female,East,Referral,544,18.1,2.0,7.0,258.88,36.98,11.0,Loyal Customers,Silver,0,2,0.15,4.0,0.1973,Low,Standard engagement / newsletter,0
