customer_id,support_tickets_last_90d,app_logins_last_30d,email_open_rate,avg_support_csat
CUST01549,1,7,0.56,2.6
CUST01550,0,10,0.25,4.8
CUST01551,0,1,0.1,3.3
CUST01552,0,2,0.27,4.2
CUST01553,1,8,0.43,4.5
CUST01554,0,8,0.5,4.2
CUST01555,1,4,0.18,4.0
CUST01556,0,8,0.38,4.4
CUST01557,0,8,0.62,4.7
CUST01558,0,5,0.3,5.0
CUST01559,1,2,0.24,3.2
CUST01560,0,10,0.6,4.9
CUST01561,0,0,0.24,3.0
CUST01562,0,0,0.23,2.8
CUST01563,0,6,0.26,3.6
CUST01564,1,2,0.0,3.4
CUST01565,0,2,0.34,3.6
CUST01566,0,3,0.29,4.8
CUST01567,0,2,0.24,3.8
CUST01568,0,9,0.56,3.2
CUST01569,0,7,0.35,3.8
CUST01570,1,5,0.41,4.3
CUST01571,0,12,0.6,4.2
CUST01572,1,3,0.48,3.7
CUST01573,0,7,0.42,3.8
CUST01574,0,12,0.23,4.8
CUST01575,1,4,0.0,2.7
CUST01576,0,2,0.33,3.3
CUST01577,1,2,0.32,4.6
CUST01578,0,4,0.43,5.0
CUST01579,0,2,0.33,3.5
CUST01580,1,4,0.38,3.3
CUST01581,1,0,0.35,3.0
CUST01582,1,5,0.51,3.4
CUST01583,0,4,0.48,3.6
CUST01584,1,2,0.27,2.1
CUST01585,0,19,0.61,5.0
CUST01586,1,4,0.5,5.0
CUST01587,1,4,0.47,3.3
CUST01588,0,0,0.11,4.1
CUST01589,3,3,0.34,2.6
CUST01590,0,10,0.55,5.0
CUST01591,0,3,0.22,4.5
CUST01592,0,2,0.37,3.6
CUST01593,0,6,0.38,3.2
CUST01594,3,1,0.3,3.6
CUST01595,0,6,0.4,4.7
CUST01596,0,7,0.56,4.2
CUST01597,0,0,0.01,4.4
CUST01598,3,2,0.3,5.0
CUST01599,0,2,0.09,3.4
CUST01600,0,6,0.15,3.4
CUST01601,0,6,0.44,3.9
CUST01602,0,12,0.33,5.0
CUST01603,1,5,0.37,2.8
CUST01604,0,7,0.86,5.0
CUST01605,0,0,0.31,3.5
CUST01606,0,1,0.62,4.3
CUST01607,0,2,0.13,4.4
CUST01608,0,5,0.4,4.2
CUST01609,1,4,0.47,2.6
CUST01610,1,0,0.26,2.8
CUST01611,0,5,0.3,5.0
CUST01612,0,1,0.31,3.8
CUST01613,0,0,0.18,4.4
CUST01614,1,3,0.38,4.2
CUST01615,1,8,0.62,4.2
CUST01616,0,6,0.38,3.9
CUST01617,1,4,0.45,5.0
CUST01618,0,10,0.44,4.1
CUST01619,1,6,0.63,4.2
CUST01620,2,13,0.37,4.8
CUST01621,1,4,0.31,4.8
CUST01622,0,10,0.48,3.9
CUST01623,0,5,0.42,4.1
CUST01624,0,4,0.35,4.3
CUST01625,1,7,0.52,4.1
CUST01626,0,5,0.23,3.5
CUST01627,1,5,0.33,4.1
CUST01628,1,7,0.72,3.0
CUST01629,0,5,0.21,4.2
CUST01630,0,0,0.23,2.8
CUST01631,0,4,0.24,3.1
CUST01632,0,9,0.29,3.2
CUST01633,1,6,0.47,3.2
CUST01634,0,11,0.62,5.0
CUST01635,1,7,0.17,5.0
CUST01636,0,12,0.28,4.4
CUST01637,2,2,0.16,3.6
CUST01638,2,0,0.12,3.3
CUST01639,0,0,0.31,3.7
CUST01640,0,7,0.83,4.0
CUST01641,0,4,0.41,3.7
CUST01642,1,3,0.4,4.3
CUST01643,0,10,0.2,3.1
CUST01644,1,1,0.32,2.7
CUST01645,0,3,0.05,3.5
CUST01646,1,2,0.29,3.5
CUST01647,0,2,0.4,3.7
CUST01648,0,4,0.22,4.9
CUST01649,1,4,0.2,3.9
CUST01650,4,0,0.27,3.1
CUST01651,0,6,0.54,3.4
CUST01652,0,5,0.34,4.1
CUST01653,2,0,0.45,4.5
CUST01654,0,0,0.23,4.2
CUST01655,1,1,0.07,3.9
CUST01656,0,4,0.32,4.0
CUST01657,0,8,0.54,3.6
CUST01658,0,2,0.32,4.0
CUST01659,0,6,0.39,4.5
CUST01660,2,2,0.75,3.3
CUST01661,0,9,0.36,3.6
CUST01662,0,6,0.19,4.8
CUST01663,0,5,0.7,4.3
CUST01664,0,4,0.18,5.0
CUST01665,0,5,0.42,4.3
CUST01666,0,3,0.54,4.3
CUST01667,0,3,0.31,3.0
CUST01668,2,5,0.61,4.8
CUST01669,0,4,0.64,5.0
CUST01670,0,7,0.62,4.7
CUST01671,0,14,0.58,5.0
CUST01672,1,2,0.18,3.1
CUST01673,1,5,0.2,3.9
CUST01674,0,1,0.14,4.1
CUST01675,2,6,0.46,3.7
CUST01676,0,11,0.45,4.7
CUST01677,0,5,0.62,3.8
CUST01678,0,1,0.38,2.6
CUST01679,1,0,0.36,4.4
CUST01680,0,9,0.65,5.0
CUST01681,1,4,0.37,4.1
CUST01682,1,0,0.22,2.4
CUST01683,0,6,0.19,4.3
CUST01684,2,0,0.03,3.3
CUST01685,0,13,0.45,4.7
CUST01686,1,7,0.33,3.5
CUST01687,1,3,0.19,3.4
CUST01688,1,1,0.42,3.4
CUST01689,0,8,0.28,5.0
CUST01690,0,3,0.39,4.5
CUST01691,1,5,0.42,3.9
CUST01692,0,10,0.5,4.7
CUST01693,2,0,0.17,2.5
CUST01694,0,0,0.21,3.1
CUST01695,1,1,0.0,3.5
CUST01696,2,2,0.39,4.6
CUST01697,1,8,0.43,4.4
CUST01698,0,1,0.29,3.1
CUST01699,2,20,0.32,5.0
CUST01700,0,19,0.75,4.2
CUST01701,1,0,0.02,2.2
CUST01702,0,7,0.48,4.2
CUST01703,1,4,0.25,2.6
CUST01704,0,4,0.27,4.1
CUST01705,0,0,0.16,4.3
CUST01706,2,5,0.57,5.0
CUST01707,0,5,0.26,4.4
CUST01708,0,7,0.11,3.7
CUST01709,0,1,0.24,2.3
CUST01710,0,0,0.18,4.1
CUST01711,0,2,0.29,4.9
CUST01712,0,7,0.43,3.7
CUST01713,2,0,0.08,3.9
CUST01714,1,6,0.28,3.6
CUST01715,2,1,0.12,4.8
CUST01716,0,13,0.34,4.1
CUST01717,1,3,0.48,4.1
CUST01718,1,2,0.3,2.6
CUST01719,0,5,0.48,4.0
CUST01720,0,9,0.5,4.0
CUST01721,0,0,0.07,2.2
CUST01722,0,7,0.57,4.7
CUST01723,2,0,0.19,2.9
CUST01724,0,0,0.15,3.5
CUST01725,0,4,0.38,3.0
CUST01726,0,11,0.07,4.0
CUST01727,0,6,0.32,5.0
CUST01728,0,3,0.31,3.4
CUST01729,1,10,0.4,4.4
CUST01730,1,3,0.35,5.0
CUST01731,3,2,0.36,3.7
CUST01732,1,2,0.28,4.1
CUST01733,0,8,0.62,4.7
CUST01734,1,2,0.51,4.0
CUST01735,0,4,0.5,3.6
CUST01736,2,4,0.46,5.0
CUST01737,0,4,0.21,4.3
CUST01738,1,0,0.48,4.1
CUST01739,0,1,0.19,4.3
CUST01740,0,3,0.35,4.8
CUST01741,2,2,0.49,5.0
CUST01742,2,1,0.13,4.0
CUST01743,1,5,0.44,3.9
CUST01744,2,2,0.22,4.2
CUST01745,0,13,0.6,5.0
CUST01746,0,2,0.31,2.9
CUST01747,0,1,0.27,2.2
CUST01748,0,4,0.44,2.3
CUST01749,0,1,0.11,4.0
CUST01750,2,0,0.11,3.7
CUST01751,1,0,0.0,4.3
CUST01752,0,6,0.59,4.7
CUST01753,1,4,0.5,4.0
CUST01754,1,2,0.52,5.0
CUST01755,0,13,0.5,5.0
CUST01756,1,3,0.0,3.4
CUST01757,0,10,0.55,5.0
CUST01758,0,3,0.12,3.1
CUST01759,0,2,0.46,4.1
CUST01760,0,11,0.39,3.7
CUST01761,0,1,0.16,2.8
CUST01762,1,2,0.37,3.2
CUST01763,0,0,0.47,4.8
CUST01764,1,3,0.57,4.7
CUST01765,1,0,0.24,3.1
CUST01766,0,5,0.41,3.8
CUST01767,2,1,0.14,4.3
CUST01768,0,9,0.33,3.5
CUST01769,0,6,0.44,4.7
CUST01770,1,8,0.18,3.4
CUST01771,0,8,0.57,4.8
CUST01772,0,0,0.0,3.3
CUST01773,1,4,0.34,4.0
CUST01774,0,14,0.46,4.7
CUST01775,0,8,0.37,4.5
CUST01776,0,7,0.28,2.9
CUST01777,0,2,0.32,3.5
CUST01778,0,4,0.4,4.4
CUST01779,0,10,0.57,2.6
CUST01780,0,14,0.24,5.0
CUST01781,1,0,0.09,2.7
CUST01782,1,0,0.02,3.3
CUST01783,2,0,0.17,3.7
CUST01784,0,4,0.44,5.0
CUST01785,1,4,0.3,3.0
CUST01786,0,4,0.42,3.6
CUST01787,0,1,0.12,4.0
CUST01788,3,0,0.21,2.8
CUST01789,0,1,0.56,3.9
CUST01790,0,8,0.52,3.6
CUST01791,1,0,0.18,2.8
CUST01792,0,4,0.49,4.4
CUST01793,1,11,0.55,3.9
CUST01794,0,10,0.17,5.0
CUST01795,0,8,0.83,4.4
CUST01796,0,11,0.5,5.0
CUST01797,0,3,0.22,4.7
CUST01798,0,0,0.09,3.3
CUST01799,0,7,0.55,5.0
CUST01800,0,4,0.38,4.6
CUST01801,0,0,0.19,2.1
CUST01802,0,5,0.0,3.6
CUST01803,0,2,0.38,3.6
CUST01804,2,1,0.26,3.8
CUST01805,0,0,0.21,1.3
CUST01806,1,7,0.36,4.4
CUST01807,0,7,0.2,4.5
CUST01808,0,4,0.39,5.0
CUST01809,0,0,0.28,3.1
CUST01810,0,9,0.61,5.0
CUST01811,1,3,0.57,5.0
CUST01812,0,6,0.5,3.9
CUST01813,2,4,0.19,3.6
CUST01814,0,4,0.68,4.2
CUST01815,2,7,0.42,4.2
CUST01816,1,4,0.64,3.2
CUST01817,0,1,0.25,3.9
CUST01818,1,12,0.52,5.0
CUST01819,0,6,0.44,5.0
CUST01820,0,1,0.18,4.0
CUST01821,2,4,0.44,3.3
CUST01822,1,9,0.76,5.0
CUST01823,1,6,0.16,4.2
CUST01824,0,12,0.31,5.0
CUST01825,1,2,0.47,3.5
CUST01826,1,4,0.32,4.2
CUST01827,2,2,0.72,3.2
CUST01828,1,6,0.39,5.0
CUST01829,0,6,0.58,2.9
CUST01830,0,0,0.31,3.5
CUST01831,0,6,0.52,4.3
CUST01832,0,2,0.33,4.3
CUST01833,1,4,0.57,4.6
CUST01834,1,1,0.24,4.3
CUST01835,0,9,0.45,5.0
CUST01836,0,17,0.57,3.6
CUST01837,3,2,0.57,3.4
CUST01838,1,5,0.38,4.2
CUST01839,1,0,0.13,2.1
CUST01840,0,4,0.27,4.1
CUST01841,2,0,0.13,3.4
CUST01842,2,5,0.47,5.0
CUST01843,0,18,0.59,4.8
CUST01844,0,7,0.46,4.9
CUST01845,2,0,0.19,3.4
CUST01846,0,0,0.28,3.9
CUST01847,1,2,0.47,3.1
CUST01848,2,2,0.39,3.9
CUST01849,1,1,0.26,3.8
CUST01850,0,12,0.53,3.2
CUST01851,1,1,0.25,3.7
CUST01852,1,3,0.3,2.9
CUST01853,0,9,0.52,3.0
CUST01854,0,3,0.28,2.5
CUST01855,3,0,0.44,3.4
CUST01856,0,1,0.11,2.9
CUST01857,0,3,0.38,5.0
CUST01858,1,10,0.06,3.1
CUST01859,0,6,0.3,4.3
CUST01860,0,2,0.26,4.3
CUST01861,0,11,0.54,5.0
CUST01862,2,2,0.47,3.4
CUST01863,0,6,0.12,4.0
CUST01864,1,1,0.39,4.2
CUST01865,0,5,0.38,3.8
CUST01866,2,6,0.4,4.5
CUST01867,0,4,0.63,2.7
CUST01868,1,10,0.5,4.2
CUST01869,0,6,0.28,5.0
CUST01870,0,4,0.48,4.1
CUST01871,0,3,0.31,3.9
CUST01872,0,0,0.0,2.8
CUST01873,0,8,0.45,4.4
CUST01874,0,13,0.45,4.6
CUST01875,0,9,0.71,4.5
CUST01876,2,1,0.37,3.1
CUST01877,0,10,0.62,4.0
CUST01878,0,2,0.19,3.8
CUST01879,0,10,0.67,4.2
CUST01880,0,4,0.38,3.8
CUST01881,1,1,0.26,2.6
CUST01882,3,2,0.37,3.1
CUST01883,1,1,0.33,4.7
CUST01884,0,11,0.53,5.0
CUST01885,1,5,0.4,4.0
CUST01886,0,18,0.25,3.4
CUST01887,0,6,0.45,4.3
CUST01888,1,6,0.29,4.3
CUST01889,0,2,0.52,3.4
CUST01890,0,15,0.2,5.0
CUST01891,3,6,0.5,3.8
CUST01892,0,8,0.48,4.9
CUST01893,0,3,0.2,3.0
CUST01894,0,14,0.43,3.8
CUST01895,0,4,0.37,3.4
CUST01896,1,4,0.31,5.0
CUST01897,0,10,0.21,4.9
CUST01898,0,0,0.36,2.6
CUST01899,2,10,0.42,4.6
CUST01900,0,9,0.18,4.5
CUST01901,0,3,0.51,4.3
CUST01902,0,2,0.49,2.8
CUST01903,0,12,0.48,4.4
CUST01904,0,1,0.31,3.3
CUST01905,0,7,0.45,3.2
CUST01906,0,7,0.5,4.2
CUST01907,1,2,0.43,3.9
CUST01908,2,3,0.59,4.1
CUST01909,1,6,0.49,3.6
CUST01910,0,0,0.16,3.9
CUST01911,1,0,0.39,5.0
CUST01912,1,4,0.44,4.0
CUST01913,1,18,0.81,5.0
CUST01914,3,3,0.39,4.6
CUST01915,4,3,0.49,5.0
CUST01916,0,2,0.2,3.2
CUST01917,2,0,0.34,2.3
CUST01918,0,2,0.08,4.1
CUST01919,1,8,0.42,4.0
CUST01920,0,10,0.45,3.9
CUST01921,0,3,0.14,2.8
CUST01922,1,0,0.22,2.7
CUST01923,2,0,0.08,3.5
CUST01924,1,6,0.55,5.0
CUST01925,1,0,0.21,3.9
CUST01926,1,10,0.32,4.5
CUST01927,0,0,0.49,3.8
CUST01928,0,4,0.35,3.1
CUST01929,1,0,0.49,3.8
CUST01930,0,4,0.35,4.3
CUST01931,1,4,0.41,3.7
CUST01932,0,2,0.25,4.3
CUST01933,1,4,0.18,4.2
CUST01934,0,2,0.21,4.2
CUST01935,0,2,0.46,3.8
CUST01936,0,2,0.3,2.6
CUST01937,0,7,0.42,4.5
CUST01938,0,5,0.22,4.1
CUST01939,0,7,0.47,4.6
CUST01940,0,3,0.45,4.0
CUST01941,0,12,0.67,3.5
CUST01942,1,3,0.4,3.1
CUST01943,0,3,0.41,2.7
CUST01944,1,7,0.71,4.5
CUST01945,0,2,0.32,4.4
CUST01946,0,7,0.39,4.6
CUST01947,1,0,0.21,3.3
CUST01948,0,1,0.39,3.6
CUST01949,0,7,0.55,3.8
CUST01950,0,1,0.41,3.5
CUST01951,0,7,0.48,3.7
CUST01952,2,1,0.23,4.2
CUST01953,0,6,0.59,3.9
CUST01954,0,2,0.37,4.7
CUST01955,0,0,0.29,3.8
CUST01956,1,3,0.35,4.0
CUST01957,2,6,0.54,3.9
CUST01958,0,3,0.12,3.8
CUST01959,2,4,0.58,3.9
CUST01960,1,7,0.23,3.6
CUST01961,0,2,0.37,4.5
CUST01962,0,17,0.6,4.2
CUST01963,0,6,0.26,3.8
CUST01964,0,16,0.64,5.0
CUST01965,1,0,0.18,2.8
CUST01966,3,7,0.2,3.9
CUST01967,0,5,0.36,4.2
CUST01968,1,8,0.62,4.8
CUST01969,0,4,0.55,5.0
CUST01970,1,3,0.04,2.2
CUST01971,2,0,0.24,3.7
CUST01972,0,2,0.32,3.1
CUST01973,0,11,0.55,5.0
CUST01974,0,5,0.22,3.6
CUST01975,1,10,0.35,5.0
CUST01976,0,0,0.1,3.2
CUST01977,0,4,0.0,3.0
CUST01978,1,3,0.62,3.9
CUST01979,0,3,0.57,5.0
CUST01980,2,7,0.43,3.0
CUST01981,0,3,0.13,3.6
CUST01982,1,2,0.56,3.5
CUST01983,1,1,0.41,4.2
CUST01984,2,2,0.41,2.6
CUST01985,2,0,0.4,3.4
CUST01986,0,6,0.52,4.4
CUST01987,1,4,0.27,3.5
CUST01988,0,2,0.42,3.4
CUST01989,0,1,0.2,5.0
CUST01990,1,3,0.37,4.7
CUST01991,0,5,0.49,3.2
CUST01992,0,6,0.42,4.7
CUST01993,1,2,0.35,4.5
CUST01994,1,15,0.57,3.9
CUST01995,2,0,0.32,3.1
CUST01996,1,0,0.29,3.2
CUST01997,0,0,0.56,5.0
CUST01998,0,1,0.7,5.0
CUST01999,0,10,0.56,4.6
CUST02000,1,1,0.4,3.5
